reason,company,product_descrpition,brand_name,date
Salmonella,Kanan Enterprises,Pistachios,"King Nut, Peterson Nut",04/2009
Salmonella,The Illinois Nut and Candy Company,"Pistachios, Snack Mix",The Illinois Nut and Candy Company,04/2009
Salmonella,"John B. Sanfilippo and Son,  Inc",Pistachios,Archer Farms,04/2009
Allergen,Rich Products Corporation,Snack Food,Farm Rich,04/2009
Salmonella,21st Century Snack Foods Inc.,"Pistachios, Snack Mix",21st Century Snack Foods Inc.,04/2009
Salmonella,Fresh &amp; Easy Neighborhood Market Inc.,Pistachios,Fresh &amp; Easy,04/2009
Salmonella,Astor Chocolate Corporation,"Pistachios, Candy, Snack Mix",Astor Chocolate Corporation,04/2009
Salmonella,"Anton-Argires, Inc.",Pistachios,Argires,04/2009
Salmonella,Dekalb Farmers Market,Pistachios,Dekalb Farmers Market,04/2009
Salmonella,Tillamook Country Smoker,Pistachios,Tillamook Country Smoker,04/2009
Salmonella,International Foodsource,Pistachios,International Foodsource,04/2009
Salmonella,Wow Caf� and Wingery,Dressing and Seasoning Product,WOW Caf� and Wingery,04/2009
Salmonella,Lamb&#39;s Markets,"Peanuts, Snack Mix","Glory Bee Foods, Aunt Patty&#39;s",04/2009
Salmonella,Setton Pistachio,Pistachios,"Delallo, Kirkland, Trader Joe, more",04/2009
Salmonella,"John B. Sanfilippo and Son,  Inc",Pistachios,Archer Farms,04/2009
Salmonella,Energy Club,Pistachios,"Energy Club, Mucho Sabor",04/2009
Salmonella,"Anton-Argires, Inc.","Pistachios, Snack Mix",Argires,04/2009
Possible contaminiation,Stonyfield Farm,Dairy,Stonyfield Farm,04/2009
Salmonella,Union International Food Company,Dressing and Seasoning Product,Lian How,04/2009
Salmonella,Lawrence&#39;s Delights,Dessert,Lawrence&#39;s Delights,04/2009
Salmonella,"Setton International Foods, Inc.","Pistachios, Snack Mix, Candy","Setton Farms, Corrado&#39;s",04/2009
Salmonella,Ann&#39;s House of Nuts,"Pistachios, Snack Mix","Ann&#39;s House of Nuts, Pecan Paradise, Wegmans, more",04/2009
Salmonella,Harry and David,"Pistachios, Candy, Snack Mix",Harry and David,04/2009
Salmonella,Chukar Cherry Co.,"Pistachios, Snack Mix",Chukar Cherry Co.,04/2009
Salmonella,Union International Food Company,Dressing and Seasoning Product,Lian How,04/2009
Salmonella,"John B. Sanfilippo and Son,  Inc",Pistachios,Archer Farms,04/2009
Salmonella,Nature Kist,Pistachios,"Nature Kist, HolidayNuts",04/2009
Salmonella,Kar Nut Products Company,Pistachios,"Kar&#39;s, Second Nature",04/2009
Salmonella,Publix,Pistachios,Publix,04/2009
Allergen,Unified Grocers,Bread,Mariegold,04/2009
Salmonella,Country Aire Inc,Peanuts,Country Aire Inc,04/2009
Salmonella,Fritz Company Inc.,Pistachios,Fritzie Fresh,04/2009
Salmonella,Kraft Foods,"Pistachios, Snack Mix","Planters, Back to Nature",04/2009
Salmonella,Whole Foods Market,Pistachios,365 Everyday Value,04/2009
Salmonella,"Pine River Pre-Pack, Inc.",Snack Mix,Pine River,04/2009
Incorrect ingredient levels,"Caraco Pharmaceutical Labratories, Ltd.",Drugs,Caraco,03/2009
Salmonella,The Kroger Co.,Pistachios,Private Selection,03/2009
Salmonella,Ciao Bella Gelato Company,Ice Cream,Ciao Bella&#39;s,03/2009
Salmonella,"John B. Sanfilippo and Son,  Inc",Pistachios,Fisher,03/2009
Salmonella,"Klein Bros. Holding, Ltd.",Trail Mix,Arroyo Seco,03/2009
Salmonella,"Eillien&#39;s Candies, Inc.",Pistachios,"Eillien&#39;s, Blain&#39;s Farm &amp; Fleet, Mill&#39;s Fleet Farm, more",03/2009
Salmonella,Frito-Lay,Pistachios,Frito-Lay,03/2009
Salmonella,The Kroger Co.,Dairy? Mayonnaise,Kroger,03/2009
Salmonella,Maeco Foods,Peanut Products,Maeco Foods,03/2009
Salmonella,Union International Food Company,Dressing and Seasoning Product,"Lian How, Uncle Chen",03/2009
Salmonella,Terra Bella,Pistachios,Setton Farms,03/2009
Salmonella,Sconza Candy Company,"Snack Mix, Candy",Sconza,03/2009
Salmonella,The Produce Patch,Trail Mix,Cascade,03/2009
Adverse Reaction,"Medtronic, Inc.",Catheter,BioGlide,03/2009
Salmonella,The Kroger Co.,Pistachios,Private Selection,03/2009
Salmonella,Wright Popcorn and Nut Company Inc.,Snack Bar,Wright&#39;s,03/2009
Salmonella,Smart Nutrition,"Peanuts, Trail Mix","Aunt Patty&#39;s, Sunridge, Smart Nutrition",03/2009
Salmonella,"Awrey Bakeries, LLC",Cake and Pie,Awrey Bakeries,03/2009
Salmonella,Snackerz Inc.,Peanuts,Snackerz,03/2009
Salmonella,Union International Food Company,Peanuts,Lian How,03/2009
Salmonella,The Georgia Nut Company,Pistachio,The Georgia Nut Company,03/2009
Salmonella,Back to Nature Foods Company,Snack Mix,Back to Nature,03/2009
Undeclared milk ingredient,Bigol &amp; Cortdera Inc.,Ensaymada Ube,Berkely Bakery,03/2009
Salmonella,Organic To Go,Cookies,Organic to Go,03/2009
Salmonella,Arya Ice Cream Dist. Co.,Ice Cream,Arya,03/2009
Salmonella,PaleyBar,Snack Bar,Jam-n-Peanuts,03/2009
Salmonella,Andronico&#39;s Market,Peanut Butter,Andronico&#39;s Market,03/2009
Salmonella,Natural Selection,Trail Mix,Aunt Patty&#39;s,03/2009
Salmonella,Yoke&#39;s Fresh Markets,Peanuts,Yoke&#39;s,03/2009
Incorrect ingredient levels,"Watson Pharmaceuticals, Inc.",Drugs,"Watson Pharmaceuticals, Inc.",03/2009
Listeria monocytogenes,Torres Hillsdale Country Cheese,Cheese,"Asadero, Oaxaca",03/2009
Salmonella,Torn &amp; Glasser,Peanuts,Torn &amp; Glasser,03/2009
Listeria monocytogenese,Torres Hillside Country Cheese,Cheese,"Asadero, Oaxaca",03/2009
Listeria monocytogenes,Torres Hillsdale Country Cheese,Cheese,"Asadero, Oaxaca",03/2009
Salmonella,Amy&#39;s Decadent Chocolates LLC,Candy,Amy&#39;s Decadent Chocolates,03/2009
Listeria monocytogenes,"Neco Foods, LLC",Fish,Atlantis,03/2009
Salmonella,The Scotts Company LLC,Animal Feed,"Morning Song, Scotts, Royal Wing, more",03/2009
Salmonella,den Dulk Poultry Farms,Eggs,"Kirkland, Safeway",03/2009
Manufacturing problem,Shire plc,Medical patch,DAYTRANA,03/2009
Salmonella,Mellace Family Brands,"Peanuts, Snack Mix",Mama Mellace&#39;s,03/2009
Salmonella,Totally Nuts,Candy,Hiller&#39;s,03/2009
Salmonella,Lehi Valley,"Peanuts, Snack Mix",Lehi Valley,03/2009
Salmonella,Wilcoxson&#39;s Ice Cream Co.,Snack Food,"Nutty Royale, Wilcoxson&#39;s",03/2009
Salmonella,E &amp; S Sales,Peanuts,E &amp; S,03/2009
Salmonella,Arco Nut and Candy LLC,Peanuts,Arco Nut &amp; Candy,03/2009
Salmonella,Frankly Natural Bakers,"Cookies, Snack Food",Frankly Natural Bakers,03/2009
Salmonella,Humboldt Creamery,Ice Cream,Humboldt Creamery,03/2009
Allergen,Caudill Seed Company,Snack Food,Wegmans,03/2009
Salmonella,New Century Snacks LLC,"Peanuts, Snack Mix",New Century Snacks LLC,03/2009
Salmonella,Market of Choice,"Peanuts, Snack Mix, Salad","Glory Bee Foods, Aunt Patty&#39;s, Market of Choice",03/2009
Salmonella,Nature&#39;s World,Candy,NW Delights,03/2009
Salmonella,Funway Snack Food,Snack Food,Funway,03/2009
Salmonella,Kruse Farms Market,Peanuts,Kruse Farms Market,03/2009
Salmonella,Ultimate Nut &amp; Candy Co.,Peanut Products,Ultimate Nut &amp; Candy Co.,03/2009
Salmonella,Honest Fods,Snack Bar,Honest Foods,03/2009
Salmonella,Texas Star Nut &amp; Food Company,Peanuts,Texas Star Nut &amp; Food Company,03/2009
Salmonella,Grower&#39;s Outlet,Peanuts,Grower&#39;s Outlet,03/2009
Salmonella,"L&amp;M Companies, Inc.",Fruit and Vegetables,"L&amp;M Companies, Inc.",03/2009
Salmonella,Jay Robb Enterprises Inc.,Snack Bar,JayBar,03/2009
Salmonella,Asia Cash &amp; Carry Inc.,Fish,CROWN FARMS,03/2009
Salmonella,Diabetic Emporium,Peanuts,Diabetic Emporium,03/2009
Salmonella,SCNS Sports Foods,Snack Bar,SCNS Sports Foods,03/2009
Listeria monocytogenes,Peregrina Cheese Corporation,Cheese,Peregrina Cheese,03/2009
Allergen,Golden Chocolate,Candy,Brighton Beach,03/2009
Salmonella,Weaver Popcorn Company,Candy,Trail&#39;s End,03/2009
Salmonella,"Kerry, Inc",Cookies,"Jana&#39;s, Kerry",03/2009
Salmonella,Euphoria Chocolate Company,Candy,Euphoria Chocolate Company,03/2009
Salmonella,Premier Packing Company,Peanuts,Premier Packing Company,03/2009
Salmonella,Blue Heron Bakery,"Cookies, Snack Mix",Spelt,03/2009
Salmonella,"Chocolate Chewies, Inc.",Cookies,Baba Joon,03/2009
Salmonella,Dr. Smoothie,Snack Bar,Dr. Smoothie,03/2009
Salmonella,Mighty-O,Donuts,Mighty-O,03/2009
"Undeclared ingredient, Unapproved new drug",Bodee LLC,Dietary Supplement,Zencore Plus,03/2009
Salmonella,"Sweet Sisters, Inc.","Cookies, Brownies, Cake and Pie","Sweet Sisters, Inc.",03/2009
Salmonella,Alaska Canine Cookies,Dog Food,Alaska Canine Cookies,03/2009
Salmonella,Farmer&#39;s Market,"Peanuts, Trail Mix","Cascade, Mt. Hood",03/2009
Salmonella,Coos Head Food Store,Trail Mix,Mt Hood,03/2009
Salmonella,Country Village Nutrition Shoppe,Trail Mix,Mt Hood,03/2009
Salmonella,Rock Creek Nut Company,Snack Mmix,"Trail Fix, Gourmet Delight, Quick Fix",03/2009
Lead,"Salton, Inc.",Kitchen Appliance,Russell Hobbs,03/2009
Salmonella,Dan the Sausageman,Peanuts,Anna&#39;s Pantry,03/2009
Salmonella,Cornucopia Natural Foods,Peanut Butter,Cornucopia Natural Foods,03/2009
Salmonella,"Sherm&#39;s Thunderbird Market, Inc.","Peanut Butter, Peanuts",Sherm&#39;s,03/2009
Salmonella,PaleyBar,Snack Bars,Jam-n-Peanuts,03/2009
Salmonella,Anna&#39;s Pantry LLC,"Peanuts, Snack Mix",Anna&#39;s Pantry,03/2009
Salmonella,Mixed Nuts Inc.,Snack Mix,"Premium Orchard, Snack&#39;rs",03/2009
Salmonella,"Marathon Ventures, Inc.","Peanuts, Snack Mix","Herman&#39;s Nut House, Pear&#39;s Gourmet",03/2009
Salmonella,"DSD Services, Inc.",Trail Mix,Mega Snax,03/2009
Salmonella,"Michaelene&#39;s, Inc.",Granola,Michaelene,03/2009
Salmonella,Community Food Co-op,Peanuts,Community Food Co-op,03/2009
Allergen,Chloe Foods Corporation,Fruit and Vegetables,Chloe Farms,03/2009
Salmonella,The Peanut Shop,"Candy, Peanuts",The Peanut Shop,03/2009
Salmonella,"Sheridan Fruit Company, Inc.",Peanuts,Sheridan Fruit Company,03/2009
Salmonella,U.S. Nutrition,Snack Bar,Met-RX,03/2009
Salmonella,"Austinuts Wholesale, Inc.",Peanuts,Austinuts,03/2009
Salmonella,Town &amp; Country Markets,"Peanuts, Snack Mix",Town &amp; Country Markets,03/2009
Salmonella,Palmer Candy Company,"Peanuts, Candy","Palmer Candy, HyVee, Best Choice, more",03/2009
Salmonella,Fritz Company Inc.,Candy,Fritzie,03/2009
Salmonella,Delphina&#39;s Bakery,"Snack Bars, Cookies",Delphina&#39;s,03/2009
Salmonella,Osage Pecan Company,Peanuts,Osage Pecan Company,03/2009
Salmonella,"Casper&#39;s Ice Cream, Inc.",Ice Cream,Fat Boy,03/2009
Salmonella,"Turner Holdings, LLC",Ice Cream,"Hiland, Best Choice",03/2009
Salmonella,Betty Lou&#39;s Inc.,Snack Food,Betty Lou&#39;s,03/2009
Salmonella,"Roth&#39;s IGA Foodliner, Inc.","Peanuts, Trail Mix","Aunt Patty&#39;s, Roth&#39;s IGA Foodliner",03/2009
Salmonella,"Casey&#39;s General Stores, Inc.",Peanuts,Casey&#39;s,03/2009
Salmonella,"Jenny Craig, Inc.",Snack Bar,Jenny&#39;s Delites,03/2009
Salmonella,Rio Pluma LLC,Peanuts,Rio Pluma LLC,03/2009
Salmonella,"Potent Foods, Inc.","Snack Bars, Cookies",Potent Foods,03/2009
Salmonella,SunSprout Enterprises,Fruit and Vegetables,SunSprout Enterprises,03/2009
Salmonella,Betty Lou&#39;s Inc.,Snack Bar,Peanut Oregon,03/2009
Salmonella,Nature&#39;s Path,"Peanuts, Snack Bars, Cereal",Nature&#39;s Path,03/2009
Salmonella,Erin Baker&#39;s Wholesome Baked Good,"Cookies, Peanuts, Peanut Butter, Snack Food, Brownie",Erin Baker&#39;s,03/2009
Salmonella,Roman Meal Company,Snack Bar,Roman Meal,03/2009
Salmonella,New Nissi Corp,Candy,New Nissi,03/2009
Salmonella,Just Desserts,Cake and Pie,Just Desserts,03/2009
Salmonella,"Breadfarm, Inc","Peanut Butter, Cookies, Dog Food, Snack Bar","Valencia, Sirius, Wonder Bars",03/2009
Salmonella,Highland Health Foods,"Peanuts, Peanut Butter",Highland Health Foods,03/2009
Salmonella,Whole Foods Market,"Peanuts, Snack Mix",Glory Bee Foods,03/2009
Salmonella,Beneficial Foods/Nature&#39;s Candy,"Snack Bar, Snack Food","Nature&#39;s Candy, Beneficial Foods Products",03/2009
Salmonella,Jelly Belly Candy Compoany,Candy,Jelly Belly,02/2009
Possible contaminiation,Marron Foods,Dairy,Safeway,02/2009
Allergen,"Goya Foods, Inc.",Fruit and Vegetables,Goya,02/2009
Salmonella,Turkey Hill,Ice Cream,Turkey Hill,02/2009
Salmonella,BIC Acquisition,Ice Cream,World Classic Trading Company,02/2009
Salmonella,"Reser&#39;s Fine Foods, Inc.",Pre-Packaged Meals,Reser&#39;s,02/2009
Listeria monocytogenes,Mystical One LLC,Beverage,Mystical One,02/2009
Salmonella,Professional Recreation Organization Inc,Snack Bar,Lifestyles,02/2009
Salmonella,Dr. Smoothie,Snack Bar,Dr. Smoothie,02/2009
Salmonella,Schwan,Ice Cream,Schwan,02/2009
Salmonella,Brown &amp; Haley,"Peanuts, Candy",Brown &amp; Haley,02/2009
Salmonella,Trader Joe&#39;s,"Trail Mix, Snack Bar",Trader Joe&#39;s,02/2009
Salmonella,Werner Gourmet Meat Snacks Inc.,Snack Foods,Werner Gourmet Snacks,02/2009
Salmonella,House of Flavors Ice Cream Company,Ice Cream,"House of Flavors, Shurfine, Welsh, more",02/2009
Salmonella,Umpqua Dairy,Ice Cream,Umpqua,02/2009
Salmonella,Betty Lou&#39;s Inc,Snack Food,Betty Lou&#39;s,02/2009
Salmonella,Fresh &amp; Easy Neighborhood Market Inc.,"Candy, Snack Bar",Fresh &amp; Easy,02/2009
Salmonella,Innova Nutrition,Snack Bar,Diabeteze,02/2009
Salmonella,"Rich Ice Cream Company, Inc.",Ice Cream,Rich&#39;s,02/2009
Salmonella,WinCo Foods,"Peanuts, Peanut Butter",WinCo Foods,02/2009
Salmonella,"GloryBee Foods, Inc.",Peanuts,Aunt Patty&#39;s,02/2009
Salmonella,Biogenesis Nutraceuticals Inc.,Snack Bar,Diabetone,02/2009
Salmonella,"Glutenfreeda Foods, Inc.",Cookies,Peanut Envy,02/2009
Salmonella,"Roth&#39;s IGA Foodliner, Inc.","Peanuts, Snack Mix","SunRidge, Aunt Patty&#39;s",02/2009
Clostridium botulinum,San Link Inc.,Fish,San Link Inc.,02/2009
Salmonella,Betty Lou&#39;s Inc,Snack Bar,Peanut Oregon,02/2009
Clostridium botulinum,S&amp;M (USA) Enterprise Corp,Fish,S&amp;M (USA) Enterprise Corp,02/2009
Salmonella,"Bliss Bros. Dairy, Inc.",Ice Cream,"Witch&#39;s Brew, JJ Lawson",02/2009
Salmonella,"Well&#39;s Dairy, Inc.",Ice Cream,"Blue Bunny, Great Value, Hy-Vee, more",02/2009
Salmonella,"International Commodity Distributors, Inc.","Peanuts, Snack Mix","Davis Lewis Orchards, Bristol Farms, Clark&#39;s Nutrition Natural Foods Market, more",02/2009
Salmonella,Deluxe Ice Cream Co.,Ice Cream,Deluxe Ice Cream,02/2009
Allergen,Tri-Union Seafoods,Fish,Genova,02/2009
Allergen,"Arrowhead Mills, Inc.",Flour,Arrowhead Mills,02/2009
Salmonella,Four in One LLC,Peanut Butter,LUCKY,02/2009
Salmonella,"Gurley&#39;s Foods, Inc.",Candy,Gurley&#39;s,02/2009
Salmonella,Dairy Fresh,Ice Cream,Dairy Fresh,02/2009
Salmonella,Dean Foods,Ice Cream,IGA,02/2009
Salmonella,Ramsey Popcorn Co.,Candy,Camp Masters,02/2009
Salmonella,Golden Temple of Oregon LLC,Snack Bar,WHA GURU CHWE,02/2009
Salmonella,Albertus Koeze &amp; Co.,Candy,Koeze Company,02/2009
Salmonella,EB Performance LLC,Snack Food,PB &amp; Whey,02/2009
Salmonella,Mighty-O,Donuts,Mighty-O,02/2009
Salmonella,Grandpa Dons,Snack Mix,Grandpa&#39;s Oven,02/2009
Salmonella,J&amp;J Snack Foods,Peanut Butter,"READI-BAKE, Block &amp; Barrel, Annabella, more",02/2009
Salmonella,"Root Farms, Inc",Snack Mix,"Root Farms, Inc",02/2009
Salmonella,Allann Bros Coffee,"Deserts, Peanut Butter, Snack Bar, Rice, Salad, Soup",The Beanery Caf�&#39;s,02/2009
Salmonella,Country Home Bakers,Cookies,"READI-BAKE, BakerSource, Block &amp; Barrel",02/2009
Salmonella,Sweet Life Patisserie,"Brownie, Cake and Pie, Cookies",Sweet Life,02/2009
Salmonella,Caputo&#39;s Fresh Markets,Peanuts,Caputo&#39;s,02/2009
Salmonella,Rite Aid,"Peanuts, Snack Mix",Rite Aid,02/2009
Salmonella,"1-800-Flowers.com, Inc.","Snack Mix, Peanuts","Torn Ranch, Martha Stewart",02/2009
Salmonella,Biogenesis Nutraceuticals Inc.,Snack Bar,Diabetone Gluco,02/2009
Salmonella,"Tree of Life, Inc.","Peanuts, Snack Mix",Tree of Life,02/2009
Salmonella,"Aspen Hills, Inc.",Cookies,"ABC, Apple Mountain, Baker Jo&#39;s, more",02/2009
Salmonella,Innova Nutrition,Snack Bar,Diabeteze,02/2009
Salmonella,Maxfield Candy Co.,Candy,"Maxfield,  Hallmark, Botticelli, more",02/2009
Salmonella,Chocolate Co Inc,Candy,Choxie,02/2009
Salmonella,Mixed Nuts Inc.,Snack Mix,Premium Orchard,02/2009
Salmonella,Junior&#39;s Cheesecake &amp; Desserts,Cake and Pie,Junior&#39;s Cheesecake,02/2009
Salmonella,Bear Naked,Snack Mix,Bear Naked,02/2009
Salmonella,Marich Confectionary,Candy,Marich Confectionary,02/2009
Salmonella,Theo Chocolate,Candy,Theo,02/2009
Salmonella,Slim-Fast,Snack Bar,Slim-Fast,02/2009
Salmonella,"C &amp; K Market, Inc.","Peanuts, Snack Mix","Aunt Patty&#39;s, C &amp; K Market",02/2009
Salmonella,National Raisin Company,Trail Mix,"Champion, Southern Grove, Food Lion, more",02/2009
Salmonella,The Scotts Company LLC,Animal Feed,"Morning Song, Royal Wing, Morning Melodies",02/2009
Salmonella,Abott Nutrition,Snack Bar,ZonePerfect,02/2009
Salmonella,Superior Nut and Candy,"Peanuts, Snack Food","Superior, Felix &amp; Oscar, Stuckey&#39;s",02/2009
Salmonella,Heavenly Candy Compoany,Candy,Heavenly Candy,02/2009
Salmonella,Falcon Trading Company/SunRidge Farms,"Peanuts, Snack Mix, Candy, Dairy","Sunridge, Naturally Preferred, Earth Fare, more",02/2009
Salmonella,SUPERVALU INC.,Snack Mix,"ACME, Albertsons, Shaw&#39;s, more",02/2009
Salmonella,Dr. Melina Inc.,Snack Bar,Dr. Melina Inc.,02/2009
Salmonella,Cougar Mountain Baking Company,Cookies,Cougar Mountain,02/2009
Salmonella,GKI Foods Inc.,Candy,Silver Lake,02/2009
Salmonella,Complete Life Potential,Snack Bar,Caveman,02/2009
Allergen,Osem USA,Dressing and Seasoning Product,Osem,02/2009
Salmonella,General Mills,Snack Bar,Cascadian,02/2009
Salmonella,Stop &amp; Shop,Peanuts,Nature&#39;s Promise,02/2009
Salmonella,Mountain Man Nut &amp; Fruit Co.,Candy,Cherry Hill Supremes,02/2009
Salmonella,Slim-Fast,Snack Bar,Slim-Fast,02/2009
Salmonella,Whole Foods Market,Peanut Butter,Whole Foods,02/2009
Salmonella,Premier Packing Company,Peanuts,Premier Packing Company,02/2009
Salmonella,"American Health Kennels, Inc.",Dog Food,"American Health Kennels, Inc.",02/2009
Salmonella,The Alps Candy,Peanuts,The Alps Candy,02/2009
Salmonella,"Bad Byron&#39;s Specialty Food Products, Inc.",Peanuts,Bad Byron&#39;s,02/2009
Salmonella,Gayle&#39;s Chocolates,Candy,Gayle&#39;s,02/2009
Salmonella,Betty Lou&#39;s Inc.,Snack Food,Betty Lou&#39;s,02/2009
Salmonella,"A.M. Braswell, JR. Food Company, Inc.",Peanut Products,"Braswell, Avon, B &amp; B, more",02/2009
Salmonella,Cumberland Farms,"Peanuts, Snack Mix",Cumby&#39;s Snacks,02/2009
Salmonella,"Eillien&#39;s Candies, Inc.",Topping Product,Eillien&#39;s,02/2009
Salmonella,"The Annapolis Chocolate Co., Inc.","Candy, Snack Bar","Mr. Chocolate, Old Fashion Candy Company, The Kidz Kompany, more",02/2009
Salmonella,"Turner Holdings, LLC",Ice Cream,"Best Choice, Luvel",02/2009
Salmonella,"Melaleuca, Inc.",Snack Bar,"Attain, ProFlex",02/2009
Salmonella,"Melaleuca, Inc.",Snack Bar,"Attain, ProFlex",02/2009
Salmonella,Balance Bar Company,Snack Bar,Balance,02/2009
Salmonella,Brent and Sam&#39;s,Cookies,Sam&#39;s Choice,02/2009
Salmonella,Brent and Sam&#39;s,Cookies,Archer Farms,02/2009
Salmonella,Red Wheel Fundraising,Cookies,Red Wheel Fundraising,02/2009
Salmonella,"Sweet Factory, LLC Inc.","Peanuts, Candy, Snack Food",Sweet Factory,02/2009
Salmonella,New Seasons Market,Peanut Butter,New Seasons Market,02/2009
Salmonella,"Aurora Products,  Inc",Peanuts,Aurora Natural,02/2009
Salmonella,American Almond Products Company,"Peanuts, Peanut Butter, Snack Food","American Almond, Freshdirect",02/2009
Salmonella,"Arbonne International, LLC",Candy,Arbonne Figure 8,02/2009
Salmonella,"In-Room Plus Inc, In-Room West Inc.","Peanuts, Snack Mmix",Banana Moon,02/2009
Salmonella,Blanton&#39;s Candies,Candy,Blanton&#39;s,02/2009
Salmonella,Mooresville Ice Cream Co.,Ice Cream,DeLuxe Ice Cream,02/2009
Salmonella,Aqua Star,Seafood,Aqua Star,02/2009
Salmonella,"Golden Temple of Oregon, LLC",Snack Bars,WHA GURU CHEW,02/2009
Salmonella,"Nutco, Inc. dba Germack Pistachio Co.",Peanuts,Germack Pistachio Co.,02/2009
Salmonella,Something Better Natural Foods,"Peanuts, Snack Food",Something Better Natural Foods,02/2009
Salmonella,Garber&#39;s Ice Cream Company,"Ice Cream, Snack Food","Garber&#39;s, Frederick Farms",02/2009
Salmonella,"Western Trade Group, Inc.",Peanuts,Western Trade Group,02/2009
